,driverId,raceId,temp,Track Length (km),Turns,Direction,Circuit Type,grid,circuit_lap_count,avg_lap_time_last5,avg_position_last5,avg_stop_last5,avg_fastestRank_last5,avg_fastestLap_last5,stop
518,24,850,10.7,5.148,15,Clockwise,Race,23.0,60,125203.57093202425,19.4,2.4,20.8,50.4,1
543,24,851,16.5,4.381,14,Clockwise,Race,21.0,70,124002.89535644867,19.2,2.0,21.6,45.6,5
566,24,852,12.0,7.004,19,Clockwise,Race,22.0,44,123345.35230855318,18.8,2.2,21.4,48.0,2
604,24,854,28.9,4.94,19,Anti clockwise,Street,24.0,61,128768.7845344668,17.8,2.4,21.0,52.0,4
628,24,855,16.9,5.807,18,Clockwise,Race,24.0,53,133353.3459379756,18.6,3.0,21.0,45.4,3
652,24,856,17.1,5.615,18,Anti clockwise,Race,23.0,55,112427.49909739585,20.6,3.0,22.4,40.2,3
697,24,858,23.5,5.281,16,Anti clockwise,Race,22.0,55,114552.72581257256,20.6,3.4,22.4,43.6,1
719,24,859,20.9,4.309,15,Anti clockwise,Race,21.0,71,117135.72169065676,20.6,2.6,22.6,43.4,2
171,29,347,16.6,4.574,17,Clockwise,Race,22.0,67,115528.34397378608,21.0,2.75,22.75,43.75,1
192,29,348,22.9,4.381,14,Clockwise,Race,24.0,70,105396.36151764571,21.5,2.0,23.0,37.5,1
213,29,349,10.4,7.004,19,Clockwise,Race,19.0,44,101408.83212370632,20.5,1.5,22.75,43.0,2
236,29,350,19.2,5.793,11,Clockwise,Race,23.0,53,104847.58116216786,20.25,1.25,21.75,39.5,1
275,29,352,20.4,5.807,18,Clockwise,Race,24.0,53,99725.58578665915,20.0,1.25,21.25,37.75,1
293,29,353,17.6,5.615,18,Anti clockwise,Race,23.0,55,101661.22862932732,19.2,1.2,20.2,36.8,1
13,30,337,26.1,5.412,15,Clockwise,Race,7.0,49,105406.4831550802,18.5,1.25,19.75,42.0,1
31,30,338,21.8,5.278,14,Clockwise,Street,7.0,58,112733.42765106042,15.25,1.25,16.75,38.5,3
66,30,340,17.3,5.451,16,Clockwise,Race,9.0,56,105368.86213381904,12.75,1.5,12.75,45.25,4
85,30,341,15.1,4.657,14,Clockwise,Race,6.0,66,111351.48958479943,10.5,2.25,10.25,37.5,1
106,30,342,16.2,3.337,19,Clockwise,Street,7.0,78,105994.08503934489,7.5,2.25,8.75,45.25,1
125,30,343,22.8,5.338,14,Anti clockwise,Race,5.0,58,101818.51674942464,8.4,2.0,8.0,50.4,1
149,30,344,18.9,4.361,13,Clockwise,Street,13.0,70,95788.49197813681,8.0,2.0,7.0,52.0,3
172,30,347,16.6,4.574,17,Clockwise,Race,11.0,67,92659.3919281618,8.2,2.0,9.0,49.2,1
193,30,348,22.9,4.381,14,Clockwise,Race,14.0,70,85545.92526149514,8.0,1.4,9.8,59.6,1
214,30,349,10.4,7.004,19,Clockwise,Race,21.0,44,85603.58165148196,9.4,1.4,10.2,59.6,1
237,30,350,19.2,5.793,11,Clockwise,Race,12.0,53,92943.13293353324,8.4,1.4,11.8,51.8,1
257,30,351,28.7,4.94,19,Anti clockwise,Street,9.0,61,91934.64041564125,9.4,1.4,12.8,51.0,2
276,30,352,20.4,5.807,18,Clockwise,Race,10.0,53,99078.82287940936,9.8,1.2,10.8,53.0,1
294,30,353,17.6,5.615,18,Anti clockwise,Race,9.0,55,103813.51596117036,9.2,1.2,9.4,50.2,1
317,30,354,19.2,4.309,15,Anti clockwise,Race,8.0,71,123035.56138936535,7.8,1.2,8.6,46.0,1
361,30,841,15.3,5.278,14,Clockwise,Street,11.0,58,114546.73040344985,7.8,1.2,8.4,53.8,2
383,30,842,27.1,5.543,15,Clockwise,Race,11.0,56,117429.33834783915,9.8,1.4,10.4,46.6,3
405,30,843,14.4,5.451,16,Clockwise,Race,14.0,56,115038.79977641057,9.0,1.6,11.8,44.8,3
428,30,844,11.2,5.338,14,Anti clockwise,Race,8.0,58,115222.35907560194,9.4,2.0,11.6,43.6,4
452,30,845,21.7,4.657,14,Clockwise,Race,10.0,66,97323.689859301,11.0,2.6,12.4,44.4,3
476,30,846,18.6,3.337,19,Clockwise,Street,5.0,78,99824.16699906264,10.8,3.0,13.0,37.0,1
498,30,847,15.6,4.361,13,Clockwise,Street,8.0,70,96086.99726222052,11.4,2.8,11.8,40.4,4
519,30,850,10.7,5.148,15,Clockwise,Race,10.0,60,116837.9858336491,10.4,3.0,10.4,45.4,3
544,30,851,16.5,4.381,14,Clockwise,Race,9.0,70,115832.50181427866,10.4,3.0,10.4,46.0,2
567,30,852,12.0,7.004,19,Clockwise,Race,24.0,44,116640.52515645372,12.4,2.6,12.4,40.4,3
585,30,853,23.6,5.793,11,Clockwise,Race,8.0,53,122140.42900260756,12.2,2.6,10.6,40.4,2
605,30,854,28.9,4.94,19,Anti clockwise,Street,8.0,61,123935.85494600379,8.8,2.8,9.0,43.6,2
629,30,855,16.9,5.807,18,Clockwise,Race,8.0,53,105673.6663745752,12.6,2.4,10.0,34.8,3
653,30,856,17.1,5.615,18,Anti clockwise,Race,12.0,55,106470.27411362223,12.2,2.4,11.2,35.6,1
676,30,857,22.6,5.125,16,Clockwise,Race,11.0,60,108299.44847259659,12.6,2.2,11.2,34.4,2
698,30,858,23.5,5.281,16,Anti clockwise,Race,8.0,55,102759.84180592991,12.6,2.0,11.0,37.2,2
720,30,859,20.9,4.309,15,Anti clockwise,Race,10.0,71,105832.1817716246,13.0,2.0,12.6,37.6,3
760,30,861,28.7,5.543,15,Clockwise,Race,3.0,56,98123.96748591031,11.4,2.2,11.8,44.8,3
783,30,862,16.6,5.451,16,Clockwise,Race,2.0,56,112949.1151948052,12.2,2.2,11.2,44.8,1
807,30,863,24.9,5.412,15,Clockwise,Race,22.0,57,112294.99852813853,12.2,2.2,11.6,44.0,3
831,30,864,20.2,4.657,14,Clockwise,Race,8.0,66,114249.65870357712,13.2,2.4,13.2,42.2,1
854,30,865,17.5,3.337,19,Clockwise,Street,6.0,78,111488.03446115289,16.6,2.2,14.4,33.4,1
875,30,866,17.8,4.361,13,Clockwise,Street,9.0,70,111938.36620718462,17.4,1.8,14.6,31.4,2
897,30,869,15.9,4.574,17,Clockwise,Race,3.0,67,92646.68580851353,19.8,1.6,16.8,28.2,3
921,30,870,24.7,4.381,14,Clockwise,Race,17.0,69,88090.21939060307,16.4,2.0,12.2,37.8,3
943,30,871,13.2,7.004,19,Clockwise,Race,13.0,44,85845.6676059691,19.2,2.0,13.4,41.2,2
965,30,872,22.7,5.793,11,Clockwise,Race,4.0,53,91678.3100302115,15.8,2.2,10.0,47.8,2
988,30,873,28.4,4.94,19,Anti clockwise,Street,9.0,59,93376.52302811507,13.2,2.4,9.4,47.6,2
1010,30,874,17.9,5.807,18,Clockwise,Race,23.0,53,102060.93049445534,13.0,2.4,9.4,45.4,2
1032,30,875,17.0,5.615,18,Anti clockwise,Race,10.0,55,106050.94125198844,13.8,2.2,10.4,42.6,2
1055,30,876,21.8,5.125,16,Clockwise,Race,14.0,60,109380.24225512322,11.6,2.0,9.2,41.2,2
1078,30,877,28.3,5.281,16,Anti clockwise,Race,13.0,55,103673.68589148686,14.6,2.0,10.2,44.4,2
1099,30,878,15.5,5.513,20,Anti clockwise,Race,5.0,56,108737.90036833077,15.6,2.0,10.8,44.4,2
1122,30,879,19.2,4.309,15,Anti clockwise,Race,13.0,71,104851.86888507719,14.6,2.0,9.8,50.0,4
258,32,351,28.7,4.94,19,Anti clockwise,Street,22.0,61,105574.21818181819,15.5,2.0,10.75,51.75,1
318,32,354,19.2,4.309,15,Anti clockwise,Race,23.0,71,109634.91436950146,17.25,1.75,13.0,45.25,2
340,32,355,26.9,5.281,16,Anti clockwise,Race,24.0,55,107869.47346041056,17.25,1.75,16.25,47.75,1
14,37,337,26.1,5.412,15,Clockwise,Race,14.0,49,105118.43734115346,19.333333333333332,1.6666666666666667,19.666666666666668,46.666666666666664,1
32,37,338,21.8,5.278,14,Clockwise,Street,14.0,58,111801.13517665131,20.0,1.3333333333333333,20.0,37.666666666666664,1
86,37,341,15.1,4.657,14,Clockwise,Race,12.0,66,108379.36431352296,18.0,1.25,18.0,41.75,1
126,37,343,22.8,5.338,14,Anti clockwise,Race,13.0,58,101787.85221674877,18.5,1.25,17.75,38.25,1
150,37,344,18.9,4.361,13,Clockwise,Street,17.0,70,103241.97290640394,15.75,1.0,15.75,35.0,2
173,37,347,16.6,4.574,17,Clockwise,Race,14.0,67,99481.5716584565,17.0,1.2,16.0,32.2,2
194,37,348,22.9,4.381,14,Clockwise,Race,9.0,70,90528.45174503657,16.2,1.4,14.0,39.0,1
215,37,349,10.4,7.004,19,Clockwise,Race,24.0,44,88489.42980600608,15.2,1.4,13.6,41.2,4
238,37,350,19.2,5.793,11,Clockwise,Race,16.0,53,93595.77980600609,13.0,2.0,12.4,45.6,1
499,37,847,15.6,4.361,13,Clockwise,Street,17.0,70,92668.88325428194,13.6,2.0,12.8,45.0,2
761,37,861,28.7,5.543,15,Clockwise,Race,22.0,56,117904.15849237717,11.6,2.0,11.8,54.8,3
784,37,862,16.6,5.451,16,Clockwise,Race,22.0,56,138808.1699401886,13.2,2.2,15.2,53.4,2
808,37,863,24.9,5.412,15,Clockwise,Race,20.0,57,142617.9197162097,16.0,2.4,17.6,51.2,3
832,37,864,20.2,4.657,14,Clockwise,Race,22.0,66,139217.25153439151,17.8,2.2,19.0,53.2,4
898,37,869,15.9,4.574,17,Clockwise,Race,23.0,67,140549.39756613754,18.8,2.8,19.8,54.6,2
922,37,870,24.7,4.381,14,Clockwise,Race,23.0,69,115533.082119709,20.6,2.8,22.0,50.8,2
944,37,871,13.2,7.004,19,Clockwise,Race,21.0,44,97061.32218704905,20.6,2.6,22.0,51.2,3
966,37,872,22.7,5.793,11,Clockwise,Race,23.0,53,100937.70493546345,20.0,2.8,21.0,46.4,1
989,37,873,28.4,4.94,19,Anti clockwise,Street,24.0,59,98547.388501897,19.6,2.4,21.0,48.4,3
1011,37,874,17.9,5.807,18,Clockwise,Race,20.0,53,104473.19764256477,19.2,2.2,21.6,47.2,2
1056,37,876,21.8,5.125,16,Clockwise,Race,22.0,60,108256.06759448785,18.6,2.2,21.0,47.0,1
1079,37,877,28.3,5.281,16,Anti clockwise,Race,22.0,55,108944.94075466102,18.8,2.0,21.2,43.6,1
1100,37,878,15.5,5.513,20,Anti clockwise,Race,23.0,56,107058.45618806481,18.6,1.6,21.8,47.0,1
1123,37,879,19.2,4.309,15,Anti clockwise,Race,24.0,71,109977.1611738198,19.2,1.6,22.0,45.4,4
406,39,843,14.4,5.451,16,Clockwise,Race,24.0,56,106309.5075017575,19.75,1.25,21.75,44.75,1
429,39,844,11.2,5.338,14,Anti clockwise,Race,22.0,58,107481.06661856662,21.0,1.0,22.75,42.5,3
453,39,845,21.7,4.657,14,Clockwise,Race,22.0,66,108159.5872895623,20.5,1.5,22.0,45.5,3
477,39,846,18.6,3.337,19,Clockwise,Street,22.0,78,103318.12380222995,21.5,2.0,22.75,42.0,2
500,39,847,15.6,4.361,13,Clockwise,Street,22.0,70,102806.64732575348,20.5,2.25,22.75,49.75,2
677,39,857,22.6,5.125,16,Clockwise,Race,24.0,60,125029.94974466076,19.2,2.2,21.4,53.0,2
762,39,861,28.7,5.543,15,Clockwise,Race,23.0,56,122332.93902341319,18.0,2.4,20.6,53.6,2
785,39,862,16.6,5.451,16,Clockwise,Race,23.0,56,139524.0833331775,18.0,2.2,20.8,53.8,2
809,39,863,24.9,5.412,15,Clockwise,Race,24.0,57,141625.96590755513,18.2,2.0,20.8,55.2,4
833,39,864,20.2,4.657,14,Clockwise,Race,23.0,66,141508.92580927507,19.0,2.4,20.2,50.0,2
855,39,865,17.5,3.337,19,Clockwise,Street,22.0,78,117972.69392521707,20.6,2.4,21.8,39.8,2
899,39,869,15.9,4.574,17,Clockwise,Race,24.0,67,115779.82901293637,20.2,2.4,21.6,39.8,2
923,39,870,24.7,4.381,14,Clockwise,Race,24.0,69,95979.17947589935,20.6,2.4,21.6,40.4,2
945,39,871,13.2,7.004,19,Clockwise,Race,24.0,44,93057.8713277512,20.8,2.4,21.8,43.6,2
967,39,872,22.7,5.793,11,Clockwise,Race,21.0,53,97960.10154718693,20.4,2.0,21.6,37.2,1
990,39,873,28.4,4.94,19,Anti clockwise,Street,23.0,59,97433.75154718693,19.8,1.8,21.4,43.0,1
1012,39,874,17.9,5.807,18,Clockwise,Race,24.0,53,105042.0034770115,21.4,1.6,22.4,39.4,1
1033,39,875,17.0,5.615,18,Anti clockwise,Race,23.0,55,109172.6284770115,21.0,1.4,22.4,32.6,1
1057,39,876,21.8,5.125,16,Clockwise,Race,23.0,60,112639.93942040773,20.4,1.2,21.8,29.2,1
1101,39,878,15.5,5.513,20,Anti clockwise,Race,24.0,56,105769.13597213186,20.8,1.0,22.4,36.6,1
1124,39,879,19.2,4.309,15,Anti clockwise,Race,23.0,71,108674.65263879854,21.4,1.0,22.2,38.0,4
15,67,337,26.1,5.412,15,Clockwise,Race,15.0,49,105161.50746516483,21.0,1.0,21.75,41.0,1
48,67,339,29.9,5.543,15,Clockwise,Race,13.0,56,109524.56249233874,19.75,1.0,18.75,46.0,2
87,67,341,15.1,4.657,14,Clockwise,Race,14.0,66,107306.11488452202,17.5,1.25,14.25,49.75,3
107,67,342,16.2,3.337,19,Clockwise,Street,13.0,78,106177.49029503105,17.25,1.75,12.75,46.75,1
127,67,343,22.8,5.338,14,Anti clockwise,Race,14.0,58,100365.9614488772,14.25,1.75,10.5,51.0,2
151,67,344,18.9,4.361,13,Clockwise,Street,15.0,70,99186.39021173333,14.6,1.8,9.4,52.2,3
195,67,348,22.9,4.381,14,Clockwise,Race,15.0,70,90900.46557405218,13.0,2.2,10.4,51.8,1
216,67,349,10.4,7.004,19,Clockwise,Race,16.0,44,88188.6930067644,13.2,2.0,12.4,52.6,4
239,67,350,19.2,5.793,11,Clockwise,Race,14.0,53,94476.28499810639,11.6,2.2,12.6,50.4,1
259,67,351,28.7,4.94,19,Anti clockwise,Street,13.0,61,95043.70744609865,11.8,2.2,12.6,47.0,2
277,67,352,20.4,5.807,18,Clockwise,Race,18.0,53,99786.84972680041,11.4,2.2,12.8,47.4,1
295,67,353,17.6,5.615,18,Anti clockwise,Race,16.0,55,104082.82161632735,11.8,1.8,11.4,50.0,1
319,67,354,19.2,4.309,15,Anti clockwise,Race,19.0,71,134603.02132647228,13.4,1.8,12.2,43.8,1
341,67,355,26.9,5.281,16,Anti clockwise,Race,18.0,55,126238.94743036837,13.6,1.2,12.2,51.6,1
362,67,841,15.3,5.278,14,Clockwise,Street,10.0,58,130656.87230172343,14.4,1.2,11.6,51.4,2
384,67,842,27.1,5.543,15,Clockwise,Race,12.0,56,125892.75809119715,13.2,1.2,12.6,48.4,3
407,67,843,14.4,5.451,16,Clockwise,Race,9.0,56,126569.26704488494,13.8,1.6,13.4,45.2,3
430,67,844,11.2,5.338,14,Anti clockwise,Race,16.0,58,99480.6506163135,12.6,2.0,12.2,48.8,3
454,67,845,21.7,4.657,14,Clockwise,Race,11.0,66,102291.78046853025,11.8,2.4,11.6,43.8,3
478,67,846,18.6,3.337,19,Clockwise,Street,16.0,78,98881.44032867011,11.6,2.8,13.2,39.2,2
501,67,847,15.6,4.361,13,Clockwise,Street,15.0,70,100293.56263443452,12.0,2.8,13.4,45.8,4
520,67,850,10.7,5.148,15,Clockwise,Race,24.0,60,120937.8299071618,11.4,3.0,12.4,52.4,2
545,67,851,16.5,4.381,14,Clockwise,Race,23.0,70,119945.79243742814,11.6,2.8,13.4,53.0,3
586,67,853,23.6,5.793,11,Clockwise,Race,16.0,53,119732.96105312029,11.4,2.8,13.6,57.2,2
606,67,854,28.9,4.94,19,Anti clockwise,Street,14.0,61,119910.74489927416,10.6,2.6,11.8,62.0,3
630,67,855,16.9,5.807,18,Clockwise,Race,15.0,53,123492.44347070271,11.0,2.8,10.8,56.8,1
654,67,856,17.1,5.615,18,Anti clockwise,Race,13.0,55,102136.06347070272,13.8,2.2,14.0,44.2,2
678,67,857,22.6,5.125,16,Clockwise,Race,9.0,60,103642.19191446235,12.6,2.2,11.6,44.6,1
721,67,859,20.9,4.309,15,Anti clockwise,Race,14.0,71,103808.69916083917,15.2,1.8,12.0,36.2,2
16,153,337,26.1,5.412,15,Clockwise,Race,18.0,49,106346.95568181819,16.5,1.75,12.75,32.5,2
33,153,338,21.8,5.278,14,Clockwise,Street,17.0,58,107396.78654916512,16.75,1.5,13.0,26.75,2
49,153,339,29.9,5.543,15,Clockwise,Race,14.0,56,106013.80379054442,13.5,1.75,10.0,37.5,1
67,153,340,17.3,5.451,16,Clockwise,Race,12.0,56,104434.21239444053,13.5,1.5,12.25,36.0,6
88,153,341,15.1,4.657,14,Clockwise,Race,15.0,66,109741.36864444053,11.5,2.75,9.75,33.75,2
108,153,342,16.2,3.337,19,Clockwise,Street,17.0,78,105557.0579924755,11.2,2.6,10.0,39.6,1
128,153,343,22.8,5.338,14,Anti clockwise,Race,16.0,58,97831.46688834154,10.8,2.4,10.6,48.6,2
152,153,344,18.9,4.361,13,Clockwise,Street,16.0,70,96823.14964696225,11.0,2.4,9.0,48.8,3
174,153,347,16.6,4.574,17,Clockwise,Race,15.0,67,92952.52821839081,11.6,2.8,9.6,53.8,2
217,153,349,10.4,7.004,19,Clockwise,Race,11.0,44,85955.20018808778,12.0,2.0,10.6,64.2,3
240,153,350,19.2,5.793,11,Clockwise,Race,15.0,53,92708.16892934652,12.6,2.2,10.2,57.8,2
260,153,351,28.7,4.94,19,Anti clockwise,Street,11.0,61,93425.80995498755,13.4,2.4,11.0,53.4,1
278,153,352,20.4,5.807,18,Clockwise,Race,16.0,53,98420.06673659674,13.4,2.2,13.2,52.0,2
296,153,353,17.6,5.615,18,Anti clockwise,Race,15.0,55,102833.68212121211,13.2,2.0,11.0,48.0,1
320,153,354,19.2,4.309,15,Anti clockwise,Race,14.0,71,123747.28878787879,12.4,1.8,10.4,43.4,1
342,153,355,26.9,5.281,16,Anti clockwise,Race,17.0,55,115301.73411255411,12.0,1.4,11.8,50.8,1
363,153,841,15.3,5.278,14,Clockwise,Street,12.0,58,119519.85131535132,10.8,1.2,11.8,50.4,3
385,153,842,27.1,5.543,15,Clockwise,Race,13.0,56,114969.55061359695,10.6,1.6,11.0,50.0,2
408,153,843,14.4,5.451,16,Clockwise,Race,7.0,56,115538.7825017088,11.2,1.6,13.4,47.6,1
431,153,844,11.2,5.338,14,Anti clockwise,Race,17.0,58,100052.00108756739,13.8,1.6,16.2,40.0,4
455,153,845,21.7,4.657,14,Clockwise,Race,13.0,66,103038.90464646465,14.8,2.2,13.4,37.8,4
479,153,846,18.6,3.337,19,Clockwise,Street,19.0,78,99728.05595328283,16.2,2.8,12.8,38.4,2
502,153,847,15.6,4.361,13,Clockwise,Street,24.0,70,97678.27301867357,18.0,2.6,12.6,42.0,3
521,153,850,10.7,5.148,15,Clockwise,Race,16.0,60,118256.71431737486,16.8,2.8,11.8,48.4,2
546,153,851,16.5,4.381,14,Clockwise,Race,16.0,70,116688.88870532214,14.4,3.0,10.0,59.2,3
587,153,853,23.6,5.793,11,Clockwise,Race,18.0,53,116360.48336588661,13.2,2.8,12.8,61.4,2
607,153,854,28.9,4.94,19,Anti clockwise,Street,16.0,61,116427.4879331943,11.4,2.4,12.4,60.8,3
631,153,855,16.9,5.807,18,Clockwise,Race,16.0,53,123884.29680765318,11.6,2.6,12.8,56.4,2
655,153,856,17.1,5.615,18,Anti clockwise,Race,11.0,55,102670.38559471516,13.0,2.4,11.8,50.8,2
679,153,857,22.6,5.125,16,Clockwise,Race,10.0,60,104257.99625727294,12.0,2.4,10.6,50.0,2
699,153,858,23.5,5.281,16,Anti clockwise,Race,15.0,55,104017.68699664902,11.6,2.2,9.4,47.8,2
722,153,859,20.9,4.309,15,Anti clockwise,Race,13.0,71,107144.7996747117,13.2,2.2,9.0,47.4,2
786,154,862,16.6,5.451,16,Clockwise,Race,10.0,56,103361.15137910392,11.25,2.0,8.5,50.0,2
810,154,863,24.9,5.412,15,Clockwise,Race,7.0,57,103298.26896670499,9.0,2.0,9.25,48.5,3
834,154,864,20.2,4.657,14,Clockwise,Race,3.0,66,101429.67215649765,8.0,2.25,8.0,45.25,3
876,154,866,17.8,4.361,13,Clockwise,Street,7.0,70,100908.41149907597,7.0,2.5,5.75,44.25,1
900,154,869,15.9,4.574,17,Clockwise,Race,19.0,67,93487.62353611301,3.75,2.25,6.5,46.75,3
924,154,870,24.7,4.381,14,Clockwise,Race,2.0,69,91548.48670767828,6.6,2.4,8.6,49.4,2
991,154,873,28.4,4.94,19,Anti clockwise,Street,8.0,59,88380.07035157063,6.0,2.4,9.0,54.2,2
1013,154,874,17.9,5.807,18,Clockwise,Race,4.0,53,92925.54391683973,6.8,2.2,11.2,57.0,3
1034,154,875,17.0,5.615,18,Anti clockwise,Race,7.0,55,95454.27261559197,9.8,2.2,14.2,52.8,2
1058,154,876,21.8,5.125,16,Clockwise,Race,11.0,60,100840.08897922833,10.8,2.4,14.0,50.2,1
1080,154,877,28.3,5.281,16,Anti clockwise,Race,9.0,55,102504.52443377378,9.0,2.0,13.6,49.6,2
1102,154,878,15.5,5.513,20,Anti clockwise,Race,8.0,56,108238.0747667154,12.2,2.0,14.4,45.0,1
1141,154,880,14.0,5.278,14,Clockwise,Street,8.0,58,104423.9213768849,12.2,1.8,13.6,44.8,3
1161,154,881,28.6,5.543,15,Clockwise,Race,11.0,56,102739.82130927165,10.4,1.8,12.2,46.6,3
1182,154,882,17.0,5.451,16,Clockwise,Race,6.0,56,102820.31137420672,10.2,2.0,12.4,45.2,3
1203,154,883,27.7,5.412,15,Clockwise,Race,11.0,57,105255.94518373052,10.2,2.4,11.6,44.8,3
1246,154,885,13.6,3.337,19,Clockwise,Street,13.0,78,102191.45907657073,7.0,2.6,9.2,48.0,2
1267,154,886,18.5,4.361,13,Clockwise,Street,22.0,70,103687.83764799932,9.0,2.8,11.4,48.4,2
1288,154,888,19.3,5.148,15,Clockwise,Race,5.0,60,100946.10651356653,9.6,2.6,11.4,52.6,3
1309,154,890,28.3,4.381,14,Clockwise,Race,3.0,70,99885.1300849951,9.0,2.6,11.2,56.6,4
1331,154,891,13.9,7.004,19,Clockwise,Race,7.0,44,96688.78722785224,8.4,2.8,10.4,56.4,1
1352,154,892,22.7,5.793,11,Clockwise,Race,13.0,53,99490.07702051572,9.4,2.4,11.6,52.8,1
1372,154,893,29.2,4.94,19,Anti clockwise,Street,3.0,61,95099.30127927582,7.6,2.2,9.0,51.8,3
1394,154,894,22.2,5.615,18,Anti clockwise,Race,3.0,55,103636.81917978503,9.2,2.4,9.6,46.4,2
1416,154,895,16.8,5.807,18,Clockwise,Race,4.0,53,105908.81463433048,9.2,2.2,8.0,44.2,2
1435,154,897,29.5,5.281,16,Anti clockwise,Race,6.0,55,107941.8361976728,8.6,1.8,8.6,43.0,2
1456,154,898,25.3,5.513,20,Anti clockwise,Race,3.0,56,106390.40165221826,7.8,2.0,7.0,47.0,1
1495,154,900,16.7,5.278,14,Clockwise,Street,22.0,57,109777.12025060102,6.6,2.0,5.8,47.0,2
1516,154,901,28.1,5.543,15,Clockwise,Race,15.0,56,105269.56588227919,5.4,1.8,6.4,48.2,3
1536,154,902,22.6,5.412,15,Clockwise,Race,16.0,57,104756.50406409737,7.0,2.0,8.4,47.4,3
1557,154,903,14.4,5.451,16,Clockwise,Race,10.0,54,106204.82786416358,8.8,2.2,8.2,45.6,1
1579,154,904,20.6,4.657,14,Clockwise,Race,5.0,66,106252.61046156618,12.2,2.0,11.6,35.6,2
1601,154,905,16.5,3.337,19,Clockwise,Street,14.0,78,103666.88210991783,13.4,2.2,14.0,34.6,2
1620,154,906,21.7,4.361,13,Clockwise,Street,14.0,70,100621.44792085109,12.0,2.2,13.2,37.0,2
1636,154,909,22.6,4.574,17,Clockwise,Race,14.0,67,95925.69174211456,12.8,2.0,13.6,39.4,1
1658,154,910,22.4,4.381,14,Clockwise,Race,14.0,70,92470.63978529946,14.6,1.6,16.0,36.8,1
1679,154,911,10.7,7.004,19,Clockwise,Race,15.0,44,93607.12264244231,14.6,1.6,16.2,37.4,3
1699,154,912,22.0,5.793,11,Clockwise,Race,17.0,53,98756.80077764044,17.0,1.8,17.0,32.2,1
1719,154,913,28.4,4.94,19,Anti clockwise,Street,16.0,60,100015.10097744064,18.6,1.6,18.4,29.2,3
1740,154,914,19.4,5.807,18,Clockwise,Race,16.0,44,106926.20018648019,18.2,1.8,18.6,23.4,5
1761,154,916,15.8,5.513,20,Anti clockwise,Race,16.0,56,120599.55993603295,17.0,2.6,17.6,23.8,2
1778,154,917,20.9,4.309,15,Anti clockwise,Race,14.0,71,119739.13084512387,15.0,2.8,16.4,32.6,3
1796,154,918,24.1,5.281,16,Anti clockwise,Race,18.0,55,111456.23502982807,14.4,2.8,14.0,41.0,3
1828,154,927,28.6,5.543,15,Clockwise,Race,10.0,56,115083.97634036937,13.8,3.2,13.8,40.4,3
1846,154,928,14.5,5.451,16,Clockwise,Race,8.0,56,113003.18603733907,13.4,3.2,12.8,42.6,2
1863,154,929,25.4,5.412,15,Clockwise,Race,10.0,57,103073.61859547859,11.8,2.6,11.2,43.8,2
1883,154,930,21.2,4.657,14,Clockwise,Race,11.0,66,101537.00417761576,11.0,2.6,11.2,40.4,2
1903,154,931,17.6,3.337,19,Clockwise,Street,15.0,78,104821.21878079037,9.2,2.4,13.0,37.0,1
1922,154,932,13.2,4.361,13,Clockwise,Street,5.0,70,99664.51336768495,9.0,2.0,13.0,38.0,1
1942,154,936,21.9,4.381,14,Clockwise,Race,10.0,69,93525.50193158482,8.8,1.6,12.4,41.0,5
1962,154,937,17.7,7.004,19,Clockwise,Race,9.0,43,90726.81787361379,8.8,2.2,13.6,46.2,2
1998,154,939,29.3,4.94,19,Anti clockwise,Street,10.0,61,93936.34696378108,8.0,2.2,13.0,46.8,2
2018,154,940,19.8,5.807,18,Clockwise,Race,8.0,53,99337.25272649295,9.0,2.2,12.6,43.2,2
2038,154,942,15.8,5.513,20,Anti clockwise,Race,10.0,56,102669.8416476347,8.0,2.4,10.4,42.2,2
2057,154,944,22.3,4.309,15,Anti clockwise,Race,14.0,71,114019.75672009848,9.6,2.6,12.6,33.6,3
2076,154,945,24.5,5.281,16,Anti clockwise,Race,18.0,55,111121.99220664092,9.8,2.2,10.8,33.0,2
2095,154,948,16.8,5.278,14,Clockwise,Street,19.0,57,109443.30662524556,11.0,2.2,9.8,35.0,1
2112,154,949,20.9,5.412,15,Clockwise,Race,9.0,57,108223.53279235824,9.6,2.0,10.6,39.0,3
2134,154,950,18.0,5.451,16,Clockwise,Race,14.0,56,107977.04441102757,9.2,2.2,11.6,40.4,4
2154,154,952,19.6,4.657,14,Clockwise,Race,14.0,66,102300.93350193666,9.4,2.6,8.4,48.2,3
2175,154,953,17.8,3.337,19,Clockwise,Street,15.0,78,105618.16778765095,11.4,2.6,8.8,45.0,2
2195,154,954,12.9,4.361,13,Clockwise,Street,14.0,70,102840.77252449305,12.2,2.6,10.2,48.6,3
2216,154,955,26.8,6.003,20,Anti clockwise,Street,11.0,51,95873.91824172731,13.8,3.0,9.2,49.0,2
2237,154,956,14.8,4.318,10,Clockwise,Race,13.0,71,98218.34118909574,15.4,2.8,9.8,50.2,3
2258,154,958,24.8,4.381,14,Clockwise,Race,11.0,70,91444.90195734156,13.0,2.6,11.0,54.2,2
2280,154,959,20.5,4.574,17,Clockwise,Race,20.0,67,90033.01769233121,12.2,2.4,13.2,57.2,2
2301,154,960,22.3,7.004,19,Clockwise,Race,11.0,44,87546.69719791335,12.2,2.4,13.2,55.8,3
